Year,Month,Day,Seat,Observer,Stratum,Transect,Segment,Flight_Dir,A_G_Name,Wind_Dir,Wind_Vel,Sky,Filename,Lat,Lon,Time,Delay,Species,Num,Obs_Type,Distance,Behavior,Code,Notes
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0882,-147.8617,69814.3,0.3,PALO,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0876,-147.852,69822.7,0.58,PALO,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0876,-147.852,69822.7,0.58,NOPI,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.086,-147.8011,69864.1,0.3,LTDU,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0858,-147.7914,69873.3,1.45,PALO,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0844,-147.754,69903.2,0.11,GWFG,3,open,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0822,-147.6937,69956.2,3.42,GLGU,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0821,-147.6888,69958.3,0.91,SAGU,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0766,-147.5287,70089,0.84,LTDU,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0765,-147.5261,70091.2,0.72,LTDU,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0755,-147.4993,70113.1,0.74,LTDU,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0755,-147.4993,70113.1,0.74,CCGO,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0745,-147.4698,70137.4,1.84,GWFG,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0713,-147.3817,70211.2,2.78,CORA,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.069,-147.316,70262.5,0.93,LTDU,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0688,-147.3097,70267.1,0.88,SACR,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0668,-147.2641,70304.3,1.05,CORA,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0667,-147.2616,70308.8,0,LTDU,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0651,-147.2203,70340.2,1.09,CCGO,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0648,-147.2118,70347,1,KIEI,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0618,-147.1297,70413.4,0.36,LTDU,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0556,-146.9784,70537.1,0.31,CCGO,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0514,-146.8644,70634.1,0,GWFG,1,single,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0462,-146.7446,70721.4,0.71,LTDU,1,pair,NA,NA,1,
2019,6,8,LF,HMW,NA,43,NA,96,NA,NE,6,CLR,ACP19004,70.0409,-146.6212,70816.3,0.74,END,43,open,NA,NA,1,
2019,6,9,LF,HMW,NA,54,NA,273,NA,S,4,CLR,ACP19005,69.6585,-150.8004,52677.5,0.88,START,54,open,NA,NA,1,
2019,6,9,LF,HMW,NA,54,NA,273,NA,S,4,CLR,ACP19005,69.6655,-151.1535,52946.4,2.63,WWSC,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,54,NA,273,NA,S,4,CLR,ACP19005,69.6656,-151.1623,52952.2,1.41,WWSC,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,54,NA,273,NA,S,4,CLR,ACP19005,69.6657,-151.1699,52957.9,1.4,WWSC,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,54,NA,273,NA,S,4,CLR,ACP19005,69.6657,-151.1699,52957.9,1.4,WWSC,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,54,NA,273,NA,S,4,CLR,ACP19005,69.6657,-151.1762,52964,2.86,WWSC,2,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,54,NA,273,NA,S,4,CLR,ACP19005,69.6657,-151.1952,52977.1,0.87,PALO,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,54,NA,273,NA,S,4,CLR,ACP19005,69.6703,-151.5151,53229.3,1,END,54,open,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6754,-151.7704,53417.7,0.93,START,53,open,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6771,-151.9171,53541.3,0,WWSC,2,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6861,-152.5888,54063,3.24,CCGO,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6878,-152.7774,54205.1,1.88,SWAN,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6885,-152.9715,54353.9,2.66,CCGO,2,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6885,-152.9767,54356.3,0.42,ARTE,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6879,-153.0011,54375.3,0.95,UNSC,3,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6879,-153.0011,54375.3,0.95,WWSC,2,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6873,-153.0503,54413.6,2.21,PALO,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6876,-153.105,54456.1,0,ARTE,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6884,-153.188,54514.7,0.41,GWFG,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6884,-153.1935,54522,0,UNSC,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6884,-153.1935,54522,0,UNSC,3,flkdrake,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6899,-153.3751,54653.1,0.02,GWFG,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6899,-153.3751,54653.1,0.02,SWAN,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6905,-153.5177,54761.4,0.82,GWFG,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6914,-153.6441,54855.3,1.01,GLGU,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6915,-153.757,54938.5,0.97,COME,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6915,-153.757,54938.5,0.97,COME,4,flkdrake,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6913,-153.7771,54953.6,1.11,ARTE,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6913,-153.7771,54953.6,1.11,ARTE,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6913,-153.8237,54986.3,0.23,ARTE,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6912,-153.8265,54989.3,0.93,PALO,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6912,-154.0106,55127.9,0,GWFG,2,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6916,-154.0706,55170,3.51,SWAN,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6918,-154.0867,55179.1,1.07,WWSC,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6923,-154.1787,55247.2,0.92,CCGO,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6924,-154.2927,55331.9,1.2,SWAN,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6905,-154.6151,55577.9,3.24,WWSC,12,open,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6902,-154.6436,55599.1,1.29,LTDU,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6877,-154.8916,55795.8,0,GLGU,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6875,-154.898,55798.8,2.1,GOEA,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,53,NA,271,NA,S,4,CLR,ACP19006,69.6854,-155.0058,55881.5,0.27,END,53,open,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.854,-155.2672,56367,0.06,START,51,open,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.8515,-155.5948,56608.6,0,UNSC,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.8515,-155.5948,56608.6,0,UNSC,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.8509,-155.7232,56703.9,0.48,RBME,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.85,-155.8015,56761.3,0.11,UNSC,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.85,-155.8015,56761.3,0.11,UNSC,3,flkdrake,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.85,-155.8015,56761.3,0.11,UNSC,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.8496,-155.834,56785.8,0.25,LTDU,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,51,NA,269,NA,S,4,CLR,ACP19007,69.8496,-155.8353,56790.2,3.54,END,51,open,NA,NA,1,
2019,6,9,LF,HMW,NA,49,NA,268,NA,S,4,CLR,ACP19008,69.9298,-156.1959,57129.4,2.77,START,49,open,NA,NA,1,
2019,6,9,LF,HMW,NA,49,NA,268,NA,S,4,CLR,ACP19008,69.9283,-156.3598,57249,2.02,UNSC,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,49,NA,268,NA,S,4,CLR,ACP19008,69.9283,-156.3598,57249,2.02,UNSC,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,49,NA,268,NA,S,4,CLR,ACP19008,69.9283,-156.3639,57251.8,1.42,UNSC,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,49,NA,268,NA,S,4,CLR,ACP19008,69.9255,-156.5737,57407.5,1,NOPI,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,49,NA,268,NA,S,4,CLR,ACP19008,69.9252,-156.5917,57423.1,3.89,GWFG,22,open,NA,NA,1,
2019,6,9,LF,HMW,NA,49,NA,268,NA,S,4,CLR,ACP19008,69.9251,-156.6013,57435.2,0,LTDU,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,49,NA,268,NA,S,4,CLR,ACP19008,69.9175,-157.068,57771.2,1.54,END,49,open,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.013,-156.3603,58471.4,0.9,START,47,open,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0131,-156.3544,58475.5,0.35,NOPI,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0138,-156.3013,58521.4,1.2,GLGU,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.014,-156.2796,58539.6,0.86,GLGU,3,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.014,-156.2796,58539.6,0.86,SWAN,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0142,-156.2665,58549.3,0.2,ARTE,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0142,-156.2665,58549.3,0.2,ARTE,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0142,-156.2605,58554,0.25,CCGO,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0142,-156.2521,58562.9,2.23,GWFG,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0142,-156.2521,58562.9,2.23,CCGO,1,pair,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0145,-156.2297,58584.6,0,CCGO,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0156,-156.0813,58706.3,1,YBLO,1,single,NA,NA,1,
2019,6,9,LF,HMW,NA,47,NA,90,NA,S,4,CLR,ACP19009,70.0176,-155.9765,58794.8,0.56,ARTE,1,pair,NA,NA,1,
